,PC #,Date,Location,Time Bin,Observer,Start Time,End Time,Weather,Precipitation,Wind,Temperature,eBird Link,Notes,Jon's problem checker,Start_Datetime,End_Datetime,Date_completeness
279,280,12/3/2023,C5,Mid-day (11am-1pm),SRG,12:22,12:32,Cloudy,Dry,Slight Wind,60,https://ebird.org/checklist/S155687013,,-,2023-12-03 12:22:00,2023-12-03 12:32:00,1.0
280,281,12/3/2023,C6,Mid-day (11am-1pm),SRG,12:39,12:49,Cloudy,Dry,Slight Wind,61,https://ebird.org/checklist/S155688501,,-,2023-12-03 12:39:00,2023-12-03 12:49:00,1.0
281,282,12/3/2023,B6,Evening (3-5pm),SRG,14:50,15:00,Partial Cloudy,Dry,Calm,61,https://ebird.org/checklist/S155697917,,-,2023-12-03 14:50:00,2023-12-03 15:00:00,1.0
282,283,12/3/2023,B5,Evening (3-5pm),SRG,15:03,15:13,Partial Cloudy,Dry,Calm,61,https://ebird.org/checklist/S155698654,,-,2023-12-03 15:03:00,2023-12-03 15:13:00,1.0
283,284,12/3/2023,B4,Evening (3-5pm),SRG,15:15,15:25,Partial Cloudy,Dry,Calm,60,https://ebird.org/checklist/S155699384,,-,2023-12-03 15:15:00,2023-12-03 15:25:00,1.0
284,285,12/3/2023,B3,Evening (3-5pm),SRG,15:28,15:38,Partial Cloudy,Dry,Calm,59,https://ebird.org/checklist/S155700027,,-,2023-12-03 15:28:00,2023-12-03 15:38:00,1.0
285,286,12/3/2023,B2,Evening (3-5pm),SRG,15:40,15:50,Partial Cloudy,Dry,Calm,59,https://ebird.org/checklist/S155700662,,-,2023-12-03 15:40:00,2023-12-03 15:50:00,1.0
286,287,12/3/2023,B1,Evening (3-5pm),SRG,15:52,16:02,Partial Cloudy,Dry,Calm,59,https://ebird.org/checklist/S155701327,,-,2023-12-03 15:52:00,2023-12-03 16:02:00,1.0
287,288,12/8/2023,A6,Morning (7-9am),JOL,8:16,8:26,Sunny,Dry,Slight Wind,46,https://ebird.org/checklist/S155950307,,-,2023-12-08 08:16:00,2023-12-08 08:26:00,0.9444444444444444
288,289,12/8/2023,A5,Morning (7-9am),JOL,8:27,8:37,Sunny,Dry,Slight Wind,46,https://ebird.org/checklist/S155951149,,-,2023-12-08 08:27:00,2023-12-08 08:37:00,0.9444444444444444
289,290,12/8/2023,A4,Morning (7-9am),JOL,8:39,8:49,Sunny,Dry,Slight Wind,46,https://ebird.org/checklist/S155951932,,-,2023-12-08 08:39:00,2023-12-08 08:49:00,0.9444444444444444
290,291,12/8/2023,A3,Morning (7-9am),JOL,8:50,9:00,Sunny,Dry,Slight Wind,46,https://ebird.org/checklist/S155952768,,-,2023-12-08 08:50:00,2023-12-08 09:00:00,0.9444444444444444
291,292,12/8/2023,A2,Morning (7-9am),JOL,9:04,9:14,Sunny,Dry,Slight Wind,46,-,,-,2023-12-08 09:04:00,2023-12-08 09:14:00,0.9444444444444444
292,293,12/8/2023,B1,Mid-day (11am-1pm),SRG,11:18,11:28,Sunny,Dry,Slight Wind,51,https://ebird.org/checklist/S155961902,,-,2023-12-08 11:18:00,2023-12-08 11:28:00,0.9444444444444444
293,294,12/8/2023,B2,Mid-day (11am-1pm),SRG,11:34,11:44,Sunny,Dry,Slight Wind,52,https://ebird.org/checklist/S155962902,,-,2023-12-08 11:34:00,2023-12-08 11:44:00,0.9444444444444444
294,295,12/8/2023,B3,Mid-day (11am-1pm),SRG,11:44,11:54,Sunny,Dry,Slight Wind,52,https://ebird.org/checklist/S155963838,,-,2023-12-08 11:44:00,2023-12-08 11:54:00,0.9444444444444444
295,296,12/8/2023,B4,Mid-day (11am-1pm),SRG,11:57,12:07,Sunny,Dry,Slight Wind,53,https://ebird.org/checklist/S155964734,,-,2023-12-08 11:57:00,2023-12-08 12:07:00,0.9444444444444444
296,297,12/8/2023,B5,Mid-day (11am-1pm),SRG,12:10,12:20,Sunny,Dry,Slight Wind,53,https://ebird.org/checklist/S155965409,,-,2023-12-08 12:10:00,2023-12-08 12:20:00,0.9444444444444444
297,298,12/8/2023,B6,Mid-day (11am-1pm),SRG,12:21,12:31,Sunny,Dry,Slight Wind,54,https://ebird.org/checklist/S155966036,,-,2023-12-08 12:21:00,2023-12-08 12:31:00,0.9444444444444444
298,299,12/8/2023,C6,Evening (3-5pm),SRG,15:09,15:19,Sunny,Dry,Slight Wind,56,https://ebird.org/checklist/S155975951,,-,2023-12-08 15:09:00,2023-12-08 15:19:00,0.9444444444444444
299,300,12/8/2023,C5,Evening (3-5pm),SRG,15:23,15:33,Sunny,Dry,Slight Wind,56,https://ebird.org/checklist/S155976513,,-,2023-12-08 15:23:00,2023-12-08 15:33:00,0.9444444444444444
300,301,12/8/2023,C4,Evening (3-5pm),SRG,15:36,15:46,Sunny,Dry,Slight Wind,56,https://ebird.org/checklist/S155977127,,-,2023-12-08 15:36:00,2023-12-08 15:46:00,0.9444444444444444
301,302,12/8/2023,C3,Evening (3-5pm),SRG,15:48,15:58,Sunny,Dry,Slight Wind,56,https://ebird.org/checklist/S155977744,,-,2023-12-08 15:48:00,2023-12-08 15:58:00,0.9444444444444444
302,303,12/8/2023,C2,Evening (3-5pm),SRG,16:02,16:12,Sunny,Dry,Slight Wind,55,https://ebird.org/checklist/S155978249,,-,2023-12-08 16:02:00,2023-12-08 16:12:00,0.9444444444444444
303,304,12/8/2023,C1,Evening (3-5pm),SRG,16:13,16:23,Sunny,Dry,Slight Wind,55,https://ebird.org/checklist/S155978694,,-,2023-12-08 16:13:00,2023-12-08 16:23:00,0.9444444444444444
304,305,12/10/2023,B1,Morning (7-9am),LSW,7:30,7:40,Sunny,Dry,Calm,42,https://ebird.org/checklist/S156078491,,-,2023-12-10 07:30:00,2023-12-10 07:40:00,1.0
305,306,12/10/2023,B2,Morning (7-9am),LSW,7:43,7:53,Sunny,Dry,Calm,44,https://ebird.org/checklist/S156079534,,-,2023-12-10 07:43:00,2023-12-10 07:53:00,1.0
306,307,12/10/2023,B3,Morning (7-9am),LSW,7:59,8:09,Sunny,Dry,Calm,44,https://ebird.org/checklist/S156080785,,-,2023-12-10 07:59:00,2023-12-10 08:09:00,1.0
307,308,12/10/2023,B4,Morning (7-9am),LSW,8:11,8:21,Sunny,Dry,Calm,44,https://ebird.org/checklist/S156081834,"B4 PC location blocked, stood at north side of Strawberry Creek beside the bridge",-,2023-12-10 08:11:00,2023-12-10 08:21:00,1.0
308,309,12/10/2023,B5,Morning (7-9am),LSW,8:25,8:35,Sunny,Dry,Calm,45,https://ebird.org/checklist/S156082946,,-,2023-12-10 08:25:00,2023-12-10 08:35:00,1.0
309,310,12/10/2023,B6,Morning (7-9am),LSW,8:37,8:47,Sunny,Dry,Calm,45,https://ebird.org/checklist/S156083821,,-,2023-12-10 08:37:00,2023-12-10 08:47:00,1.0
310,311,12/10/2023,A1,Mid-day (11am-1pm),SRG,11:27,11:37,Partial Cloudy,Dry,Slight Wind,56,https://ebird.org/checklist/S156096644,,-,2023-12-10 11:27:00,2023-12-10 11:37:00,1.0
311,312,12/10/2023,A2,Mid-day (11am-1pm),SRG,11:41,11:51,Partial Cloudy,Dry,Slight Wind,56,https://ebird.org/checklist/S156097543,,-,2023-12-10 11:41:00,2023-12-10 11:51:00,1.0
312,313,12/10/2023,A3,Mid-day (11am-1pm),SRG,11:57,12:07,Partial Cloudy,Dry,Slight Wind,57,https://ebird.org/checklist/S156098654,,-,2023-12-10 11:57:00,2023-12-10 12:07:00,1.0
313,314,12/10/2023,A4,Mid-day (11am-1pm),SRG,12:11,12:21,Partial Cloudy,Dry,Slight Wind,57,https://ebird.org/checklist/S156099431,,-,2023-12-10 12:11:00,2023-12-10 12:21:00,1.0
314,315,12/10/2023,A5,Mid-day (11am-1pm),SRG,12:23,12:33,Partial Cloudy,Dry,Slight Wind,57,https://ebird.org/checklist/S156100182,,-,2023-12-10 12:23:00,2023-12-10 12:33:00,1.0
315,316,12/10/2023,A6,Mid-day (11am-1pm),SRG,12:35,12:45,Partial Cloudy,Dry,Slight Wind,57,https://ebird.org/checklist/S156100970,,-,2023-12-10 12:35:00,2023-12-10 12:45:00,1.0
316,317,12/10/2023,C6,Evening (3-5pm),SRG,15:18,15:28,Partial Cloudy,Dry,Slight Wind,57,https://ebird.org/checklist/S156111050,,-,2023-12-10 15:18:00,2023-12-10 15:28:00,1.0
317,318,12/10/2023,C5,Evening (3-5pm),SRG,15:32,15:42,Partial Cloudy,Dry,Slight Wind,57,https://ebird.org/checklist/S156111723,,-,2023-12-10 15:32:00,2023-12-10 15:42:00,1.0
318,319,12/10/2023,C4,Evening (3-5pm),SRG,15:45,15:55,Partial Cloudy,Dry,Slight Wind,57,https://ebird.org/checklist/S156112436,,-,2023-12-10 15:45:00,2023-12-10 15:55:00,1.0
319,320,12/10/2023,C3,Evening (3-5pm),SRG,15:57,16:07,Partial Cloudy,Dry,Slight Wind,56,https://ebird.org/checklist/S156113131,,-,2023-12-10 15:57:00,2023-12-10 16:07:00,1.0
320,321,12/10/2023,C2,Evening (3-5pm),SRG,16:09,16:19,Partial Cloudy,Dry,Slight Wind,56,https://ebird.org/checklist/S156113739,,-,2023-12-10 16:09:00,2023-12-10 16:19:00,1.0
321,322,12/10/2023,C1,Evening (3-5pm),SRG,16:20,16:30,Partial Cloudy,Dry,Slight Wind,56,https://ebird.org/checklist/S156114252,,-,2023-12-10 16:20:00,2023-12-10 16:30:00,1.0
322,323,12/12/2023,C1,Morning (7-9am),KEC,8:27,8:37,Cloudy,Dry,Calm,51,https://ebird.org/checklist/S156197091,construction,-,2023-12-12 08:27:00,2023-12-12 08:37:00,0.9444444444444444
323,324,12/12/2023,C2,Morning (7-9am),KEC,8:42,8:52,Cloudy,Dry,Calm,51,https://ebird.org/checklist/S156197978,construction,-,2023-12-12 08:42:00,2023-12-12 08:52:00,0.9444444444444444
324,325,12/12/2023,C3,Morning (7-9am),KEC,8:57,9:07,Partial Cloudy,Dry,Calm,52,https://ebird.org/checklist/S156198837,,-,2023-12-12 08:57:00,2023-12-12 09:07:00,0.9444444444444444
325,326,12/12/2023,C4,Morning (7-9am),KEC,9:12,9:22,Partial Cloudy,Dry,Calm,51,https://ebird.org/checklist/S156199676,,-,2023-12-12 09:12:00,2023-12-12 09:22:00,0.9444444444444444
326,327,12/12/2023,C5,Morning (7-9am),KEC,9:29,9:39,Partial Cloudy,Dry,Calm,52,https://ebird.org/checklist/S156200546,construction,-,2023-12-12 09:29:00,2023-12-12 09:39:00,0.9444444444444444
327,328,12/12/2023,C6,Morning (7-9am),KEC,9:53,10:03,Partial Cloudy,Dry,Slight Wind,53,https://ebird.org/checklist/S156201882,,-,2023-12-12 09:53:00,2023-12-12 10:03:00,0.9444444444444444
328,329,12/12/2023,A6,Mid-day (11am-1pm),SRG,11:44,11:54,Sunny,Dry,Calm,56,https://ebird.org/checklist/S156208963,,-,2023-12-12 11:44:00,2023-12-12 11:54:00,0.9444444444444444
329,330,12/12/2023,A5,Mid-day (11am-1pm),SRG,11:56,12:06,Sunny,Dry,Calm,56,https://ebird.org/checklist/S156209603,Whirring from Weil Hall,-,2023-12-12 11:56:00,2023-12-12 12:06:00,0.9444444444444444
330,331,12/12/2023,A4,Mid-day (11am-1pm),SRG,12:08,12:18,Sunny,Dry,Calm,56,https://ebird.org/checklist/S156210235,,-,2023-12-12 12:08:00,2023-12-12 12:18:00,0.9444444444444444
331,332,12/12/2023,A3,Mid-day (11am-1pm),SRG,12:20,12:30,Sunny,Dry,Calm,57,https://ebird.org/checklist/S156210798,construction,-,2023-12-12 12:20:00,2023-12-12 12:30:00,0.9444444444444444
332,333,12/12/2023,A2,Mid-day (11am-1pm),SRG,12:35,12:45,Sunny,Dry,Calm,58,https://ebird.org/checklist/S156211618,,-,2023-12-12 12:35:00,2023-12-12 12:45:00,0.9444444444444444
333,334,12/12/2023,A1,Mid-day (11am-1pm),SRG,12:48,12:58,Sunny,Dry,Calm,58,https://ebird.org/checklist/S156212227,,-,2023-12-12 12:48:00,2023-12-12 12:58:00,0.9444444444444444
334,335,12/12/2023,B1,Evening (3-5pm),SUC,15:52,16:02,Sunny,Dry,Calm,61,https://ebird.org/checklist/S171208231,,-,2023-12-12 15:52:00,2023-12-12 16:02:00,0.9444444444444444
335,336,12/12/2023,B2,Evening (3-5pm),SUC,16:04,16:14,Sunny,Dry,Calm,59,https://ebird.org/checklist/S171246553,,-,2023-12-12 16:04:00,2023-12-12 16:14:00,0.9444444444444444
336,337,12/12/2023,B3,Evening (3-5pm),SUC,16:15,16:25,Sunny,Dry,Calm,57,https://ebird.org/checklist/S171351104,construction so hard to hear,-,2023-12-12 16:15:00,2023-12-12 16:25:00,0.9444444444444444
338,339,12/12/2023,B5,Evening (3-5pm),SUC,16:38,16:48,Sunny,Dry,Calm,57,https://ebird.org/checklist/S171353722,glare so couldn't ID birds f[illegible],-,2023-12-12 16:38:00,2023-12-12 16:48:00,0.9444444444444444
339,340,12/12/2023,B6,Evening (3-5pm),SUC,16:49,16:59,Sunny,Dry,Calm,57,https://ebird.org/checklist/S171355162,,-,2023-12-12 16:49:00,2023-12-12 16:59:00,0.9444444444444444
340,341,12/13/2023,C1,Morning (7-9am),SRG,7:47,7:57,Sunny,Dry,Calm,46,https://ebird.org/checklist/S156244942,construction,-,2023-12-13 07:47:00,2023-12-13 07:57:00,1.0
341,342,12/13/2023,C2,Morning (7-9am),SRG,7:58,8:08,Sunny,Dry,Calm,46,https://ebird.org/checklist/S156245602,,-,2023-12-13 07:58:00,2023-12-13 08:08:00,1.0
342,343,12/13/2023,C3,Morning (7-9am),SRG,8:11,8:21,Sunny,Dry,Calm,46,https://ebird.org/checklist/S156246373,,-,2023-12-13 08:11:00,2023-12-13 08:21:00,1.0
343,344,12/13/2023,C4,Morning (7-9am),SRG,8:23,8:33,Sunny,Dry,Calm,47,https://ebird.org/checklist/S156247106,,-,2023-12-13 08:23:00,2023-12-13 08:33:00,1.0
344,345,12/13/2023,C5,Morning (7-9am),SRG,8:35,8:45,Sunny,Dry,Calm,47,https://ebird.org/checklist/S156247828,,-,2023-12-13 08:35:00,2023-12-13 08:45:00,1.0
345,346,12/13/2023,C6,Morning (7-9am),SRG,8:49,8:59,Sunny,Dry,Calm,49,https://ebird.org/checklist/S156248708,,-,2023-12-13 08:49:00,2023-12-13 08:59:00,1.0
346,347,12/13/2023,A6,Mid-day (11am-1pm),SRG,11:08,11:18,Sunny,Dry,Calm,55,https://ebird.org/checklist/S156256286,,-,2023-12-13 11:08:00,2023-12-13 11:18:00,1.0
347,348,12/13/2023,A5,Mid-day (11am-1pm),SRG,11:20,11:30,Sunny,Dry,Calm,56,https://ebird.org/checklist/S156256846,,-,2023-12-13 11:20:00,2023-12-13 11:30:00,1.0
348,349,12/13/2023,A4,Mid-day (11am-1pm),SRG,11:32,11:42,Sunny,Dry,Calm,57,https://ebird.org/checklist/S156257459,,-,2023-12-13 11:32:00,2023-12-13 11:42:00,1.0
349,350,12/13/2023,A3,Mid-day (11am-1pm),SRG,11:44,11:54,Sunny,Dry,Calm,57,https://ebird.org/checklist/S156258104,construction,-,2023-12-13 11:44:00,2023-12-13 11:54:00,1.0
350,351,12/13/2023,A2,Mid-day (11am-1pm),SRG,12:00,12:10,Sunny,Dry,Calm,59,https://ebird.org/checklist/S156259780,,-,2023-12-13 12:00:00,2023-12-13 12:10:00,1.0
351,352,12/13/2023,A1,Mid-day (11am-1pm),SRG,12:13,12:23,Sunny,Dry,Calm,59,https://ebird.org/checklist/S156260451,,-,2023-12-13 12:13:00,2023-12-13 12:23:00,1.0
352,353,12/13/2023,B1,Evening (3-5pm),LSW,15:21,15:31,Partial Cloudy,Dry,Slight Wind,60,https://ebird.org/checklist/S156272874,,-,2023-12-13 15:21:00,2023-12-13 15:31:00,1.0
353,354,12/13/2023,B2,Evening (3-5pm),LSW,15:34,15:44,Partial Cloudy,Dry,Calm,60,https://ebird.org/checklist/S156273423,,-,2023-12-13 15:34:00,2023-12-13 15:44:00,1.0
354,355,12/13/2023,B3,Evening (3-5pm),LSW,15:48,15:48,Partial Cloudy,Dry,Slight Wind,59,https://ebird.org/checklist/S156273935,,-,2023-12-13 15:48:00,2023-12-13 15:48:00,1.0
355,356,12/13/2023,B4,Evening (3-5pm),LSW,16:01,16:11,Partial Cloudy,Dry,Calm,59,https://ebird.org/checklist/S156274429,"loud construction, PC location obscured by construction, did PC by tree by bridge",-,2023-12-13 16:01:00,2023-12-13 16:11:00,1.0
356,357,12/13/2023,B5,Evening (3-5pm),LSW,16:15,16:25,Partial Cloudy,Dry,Calm,59,https://ebird.org/checklist/S156274928,,-,2023-12-13 16:15:00,2023-12-13 16:25:00,1.0
357,358,12/13/2023,A1,Evening (3-5pm),LSW,16:28,16:38,Partial Cloudy,Dry,Calm,58,https://ebird.org/checklist/S156275319,,-,2023-12-13 16:28:00,2023-12-13 16:38:00,1.0
358,359,12/28/2023,C1,Morning (7-9am),"JOL, SRG",7:25,7:35,Cloudy,Dry,Calm,57,https://ebird.org/checklist/S157318975,,-,2023-12-28 07:25:00,2023-12-28 07:35:00,1.0
359,360,12/28/2023,C2,Morning (7-9am),"SRG, JOL",7:39,7:49,Cloudy,Dry,Calm,54,https://ebird.org/checklist/S157320032,,-,2023-12-28 07:39:00,2023-12-28 07:49:00,1.0
360,361,12/28/2023,C3,Morning (7-9am),"SRG, JOL",7:51,8:01,Cloudy,Dry,Calm,54,https://ebird.org/checklist/S157321465,,-,2023-12-28 07:51:00,2023-12-28 08:01:00,1.0
361,362,12/28/2023,C4,Morning (7-9am),"SRG, JOL",8:06,8:16,Cloudy,Dry,Calm,54,https://ebird.org/checklist/S157322560,,-,2023-12-28 08:06:00,2023-12-28 08:16:00,1.0
362,363,12/28/2023,C5,Morning (7-9am),"SRG, JOL",8:20,8:30,Cloudy,Dry,Calm,55,https://ebird.org/checklist/S157323851,construction,-,2023-12-28 08:20:00,2023-12-28 08:30:00,1.0
363,364,12/28/2023,C6,Morning (7-9am),"SRG, JOL",8:35,8:45,Cloudy,Dry,Calm,55,https://ebird.org/checklist/S157325265,,-,2023-12-28 08:35:00,2023-12-28 08:45:00,1.0
364,365,12/28/2023,C6,Mid-day (11am-1pm),"SRG, JOL",11:10,11:20,Cloudy,Dry,Calm,59,https://ebird.org/checklist/S157339362,,-,2023-12-28 11:10:00,2023-12-28 11:20:00,1.0
365,366,12/28/2023,C5,Mid-day (11am-1pm),"SRG, JOL",11:25,11:35,Cloudy,Dry,Calm,59,https://ebird.org/checklist/S157340660,,-,2023-12-28 11:25:00,2023-12-28 11:35:00,1.0
366,367,12/28/2023,C4,Mid-day (11am-1pm),"SRG, JOL",11:40,11:50,Cloudy,Dry,Calm,59,https://ebird.org/checklist/S157342024,,-,2023-12-28 11:40:00,2023-12-28 11:50:00,1.0
367,368,12/28/2023,C3,Mid-day (11am-1pm),"SRG, JOL",11:53,12:03,Cloudy,Dry,Calm,59,https://ebird.org/checklist/S157343125,,-,2023-12-28 11:53:00,2023-12-28 12:03:00,1.0
368,369,12/28/2023,C2,Mid-day (11am-1pm),"SRG, JOL",12:06,12:16,Cloudy,Dry,Calm,60,https://ebird.org/checklist/S157344542,,-,2023-12-28 12:06:00,2023-12-28 12:16:00,1.0
369,370,12/28/2023,C1,Mid-day (11am-1pm),"SRG, JOL",12:18,12:28,Cloudy,Dry,Calm,60,https://ebird.org/checklist/S157345622,,-,2023-12-28 12:18:00,2023-12-28 12:28:00,1.0
370,371,12/28/2023,A1,Evening (3-5pm),SRG,15:26,15:36,Cloudy,Dry,Calm,61,https://ebird.org/checklist/S157361272,,-,2023-12-28 15:26:00,2023-12-28 15:36:00,1.0
371,372,12/28/2023,A2,Evening (3-5pm),SRG,15:40,15:50,Cloudy,Dry,Calm,61,https://ebird.org/checklist/S157362090,,-,2023-12-28 15:40:00,2023-12-28 15:50:00,1.0
372,373,12/28/2023,A3,Evening (3-5pm),SRG,15:55,16:05,Cloudy,Dry,Calm,61,https://ebird.org/checklist/S157362916,,-,2023-12-28 15:55:00,2023-12-28 16:05:00,1.0
373,374,12/28/2023,A4,Evening (3-5pm),SRG,16:06,16:16,Cloudy,Dry,Calm,60,https://ebird.org/checklist/S157363601,,-,2023-12-28 16:06:00,2023-12-28 16:16:00,1.0
374,375,12/28/2023,A5,Evening (3-5pm),SRG,16:18,16:28,Cloudy,Dry,Calm,60,https://ebird.org/checklist/S157364335,,-,2023-12-28 16:18:00,2023-12-28 16:28:00,1.0
375,376,12/28/2023,A6,Evening (3-5pm),SRG,16:30,16:40,Cloudy,Dry,Calm,60,https://ebird.org/checklist/S157364925,,-,2023-12-28 16:30:00,2023-12-28 16:40:00,1.0
376,377,1/14/2024,B1,Morning (7-9am),JAL,8:00,8:10,Partial Cloudy,Dry,Calm,48,https://ebird.org/checklist/S158877812,Air is moist from yesterdays rain,-,2024-01-14 08:00:00,2024-01-14 08:10:00,1.0
377,378,1/14/2024,B2,Morning (7-9am),JAL,8:12,8:22,Partial Cloudy,Dry,Calm,48,https://ebird.org/checklist/S158879210,,-,2024-01-14 08:12:00,2024-01-14 08:22:00,1.0
378,379,1/14/2024,B3,Morning (7-9am),JAL,8:26,8:36,Sunny,Dry,Calm,49,https://ebird.org/checklist/S158880677,,-,2024-01-14 08:26:00,2024-01-14 08:36:00,1.0
379,380,1/14/2024,B4,Morning (7-9am),JAL,8:38,8:48,Sunny,Dry,Calm,49,https://ebird.org/checklist/S158882077,,-,2024-01-14 08:38:00,2024-01-14 08:48:00,1.0
380,381,1/14/2024,B5,Morning (7-9am),JAL,8:50,9:00,Sunny,Dry,Calm,49,https://ebird.org/checklist/S158883561,,-,2024-01-14 08:50:00,2024-01-14 09:00:00,1.0
381,382,1/14/2024,B6,Morning (7-9am),JAL,9:02,9:12,Sunny,Dry,Calm,50,https://ebird.org/checklist/S158884935,,-,2024-01-14 09:02:00,2024-01-14 09:12:00,1.0
382,383,1/14/2024,B1,Mid-day (11am-1pm),SRG,11:52,12:02,Partial Cloudy,Dry,Calm,56,https://ebird.org/checklist/S158905851,,-,2024-01-14 11:52:00,2024-01-14 12:02:00,1.0
383,384,1/14/2024,B2,Mid-day (11am-1pm),SRG,12:04,12:14,Partial Cloudy,Dry,Calm,56,https://ebird.org/checklist/S158906998,,-,2024-01-14 12:04:00,2024-01-14 12:14:00,1.0
384,385,1/14/2024,B3,Mid-day (11am-1pm),SRG,12:15,12:25,Partial Cloudy,Dry,Calm,56,https://ebird.org/checklist/S158908383,,-,2024-01-14 12:15:00,2024-01-14 12:25:00,1.0
385,386,1/14/2024,B4,Mid-day (11am-1pm),SRG,12:28,12:38,Partial Cloudy,Dry,Calm,57,https://ebird.org/checklist/S158909795,,-,2024-01-14 12:28:00,2024-01-14 12:38:00,1.0
386,387,1/14/2024,B5,Mid-day (11am-1pm),SRG,12:40,12:50,Partial Cloudy,Dry,Calm,57,https://ebird.org/checklist/S158911335,,-,2024-01-14 12:40:00,2024-01-14 12:50:00,1.0
387,388,1/14/2024,B6,Mid-day (11am-1pm),SRG,12:52,13:02,Partial Cloudy,Dry,Calm,57,https://ebird.org/checklist/S158912704,,-,2024-01-14 12:52:00,2024-01-14 13:02:00,1.0
388,389,1/14/2024,C1,Evening (3-5pm),KEC,15:38,15:49,Partial Cloudy,Dry,Calm,57,https://ebird.org/checklist/S171159483,,-,2024-01-14 15:38:00,2024-01-14 15:49:00,1.0
389,390,1/14/2024,C2,Evening (3-5pm),KEC,15:53,16:05,Partial Cloudy,Dry,Calm,57,https://ebird.org/checklist/S158930176,,-,2024-01-14 15:53:00,2024-01-14 16:05:00,1.0
390,391,1/14/2024,C3,Evening (3-5pm),KEC,16:08,16:18,Partial Cloudy,Dry,Calm,57,https://ebird.org/checklist/S158931262,,-,2024-01-14 16:08:00,2024-01-14 16:18:00,1.0
391,392,1/14/2024,C4,Evening (3-5pm),KEC,16:22,16:32,Partial Cloudy,Dry,Calm,56,https://ebird.org/checklist/S158932146,,-,2024-01-14 16:22:00,2024-01-14 16:32:00,1.0
392,393,1/14/2024,C5,Evening (3-5pm),KEC,16:35,16:45,Partial Cloudy,Dry,Calm,56,https://ebird.org/checklist/S158932971,loud fan,-,2024-01-14 16:35:00,2024-01-14 16:45:00,1.0
393,394,1/14/2024,C6,Evening (3-5pm),KEC,16:50,17:00,Partial Cloudy,Dry,Calm,56,https://ebird.org/checklist/S158936820,,-,2024-01-14 16:50:00,2024-01-14 17:00:00,1.0
394,395,1/15/2024,C1,Morning (7-9am),SRG,7:56,8:06,Cloudy,Dry,Slight Wind,47,https://ebird.org/checklist/S158972868,,-,2024-01-15 07:56:00,2024-01-15 08:06:00,0.6111111111111112
395,396,1/15/2024,C2,Morning (7-9am),SRG,8:07,8:17,Cloudy,Dry,Slight Wind,47,https://ebird.org/checklist/S158974112,,-,2024-01-15 08:07:00,2024-01-15 08:17:00,0.6111111111111112
396,397,1/15/2024,C3,Morning (7-9am),SRG,8:19,8:29,Cloudy,Dry,Slight Wind,48,https://ebird.org/checklist/S158975589,,-,2024-01-15 08:19:00,2024-01-15 08:29:00,0.6111111111111112
397,398,1/15/2024,C4,Morning (7-9am),SRG,8:32,8:42,Cloudy,Dry,Slight Wind,48,https://ebird.org/checklist/S158976669,,-,2024-01-15 08:32:00,2024-01-15 08:42:00,0.6111111111111112
398,399,1/15/2024,C5,Morning (7-9am),SRG,8:44,8:54,Cloudy,Dry,Slight Wind,49,https://ebird.org/checklist/S158978001,,-,2024-01-15 08:44:00,2024-01-15 08:54:00,0.6111111111111112
405,406,1/15/2024,B1,Evening (3-5pm),SRG,15:41,15:51,Partial Cloudy,Dry,Calm,58,https://ebird.org/checklist/S159021922,,-,2024-01-15 15:41:00,2024-01-15 15:51:00,0.6111111111111112
406,407,1/15/2024,B2,Evening (3-5pm),SRG,15:53,16:03,Partial Cloudy,Dry,Calm,58,https://ebird.org/checklist/S159022737,,-,2024-01-15 15:53:00,2024-01-15 16:03:00,0.6111111111111112
407,408,1/15/2024,B3,Evening (3-5pm),SRG,16:06,16:16,Partial Cloudy,Dry,Calm,58,https://ebird.org/checklist/S159023496,,-,2024-01-15 16:06:00,2024-01-15 16:16:00,0.6111111111111112
408,409,1/15/2024,B4,Evening (3-5pm),SRG,16:18,16:28,Partial Cloudy,Dry,Calm,57,https://ebird.org/checklist/S159024178,,-,2024-01-15 16:18:00,2024-01-15 16:28:00,0.6111111111111112
409,410,1/15/2024,B5,Evening (3-5pm),SRG,16:30,16:40,Partial Cloudy,Dry,Calm,56,https://ebird.org/checklist/S159024791,,-,2024-01-15 16:30:00,2024-01-15 16:40:00,0.6111111111111112
410,411,1/15/2024,B6,Evening (3-5pm),SRG,16:41,16:51,Partial Cloudy,Dry,Calm,56,https://ebird.org/checklist/S159025494,,-,2024-01-15 16:41:00,2024-01-15 16:51:00,0.6111111111111112
411,412,1/19/2024,B1,Morning (7-9am),SUC,8:51,9:01,Cloudy,Dry,Calm,50,https://ebird.org/checklist/S171428016,"most bird sounds to the north; near McCone and EAsian library; Am rusty with bird calls, robins sound like woodpeckers",-,2024-01-19 08:51:00,2024-01-19 09:01:00,0.6111111111111112
412,413,1/19/2024,B2,Morning (7-9am),SUC,8:02,8:12,Cloudy,Dry,Calm,50,https://ebird.org/checklist/S171430562,"machine noise near VLSB, hard to hear birbs",-,2024-01-19 08:02:00,2024-01-19 08:12:00,0.6111111111111112
413,414,1/19/2024,B3,Morning (7-9am),SUC,8:15,8:25,Cloudy,Dry,Slight Wind,50,https://ebird.org/checklist/S171431464,Dwinelle Lot Construction Sounds,-,2024-01-19 08:15:00,2024-01-19 08:25:00,0.6111111111111112
