PC #,Date,Location,Time Bin,Species,# Individuals,Notes,Editorial notes,Jon Problem Checker
412,1/19/2024,B1,Morning (7-9am),Ring-billed Gull,3,,,-
412,1/19/2024,B1,Morning (7-9am),American Robin,4,"1 flyover, rest heard only",,-
412,1/19/2024,B1,Morning (7-9am),Yellow-rumped Warbler,3,heard only,,-
412,1/19/2024,B1,Morning (7-9am),Lesser Goldfinch,1,heard only,,-
412,1/19/2024,B1,Morning (7-9am),Ruby-crowned Kinglet,1,heard only,,-
412,1/19/2024,B1,Morning (7-9am),Chestnut-backed Chickadee,1,heard only,,-
412,1/19/2024,B1,Morning (7-9am),Fringillidae_Family,1,heard only,,-
413,1/19/2024,B2,Morning (7-9am),Red-shouldered Hawk,1,heard only,,-
413,1/19/2024,B2,Morning (7-9am),American Robin,5,heard only,,-
413,1/19/2024,B2,Morning (7-9am),Picidae_Family,1,heard only,,-
413,1/19/2024,B2,Morning (7-9am),Dark-eyed Junco,2,heard only,,-
413,1/19/2024,B2,Morning (7-9am),Bewick's Wren,1,heard only,,-
413,1/19/2024,B2,Morning (7-9am),American Crow,1,heard only,,-
413,1/19/2024,B2,Morning (7-9am),Peregrine Falcon,1,heard only,,-
413,1/19/2024,B2,Morning (7-9am),Song Sparrow,2,heard only,,-
413,1/19/2024,B2,Morning (7-9am),Corvidae_Family,1,heard only,,-
414,1/19/2024,B3,Morning (7-9am),Dark-eyed Junco,2,heard only,,-
414,1/19/2024,B3,Morning (7-9am),American Robin,1,"heard only, waayy to the NE",,-
414,1/19/2024,B3,Morning (7-9am),Paridae_Family,1,heard only,,-
414,1/19/2024,B3,Morning (7-9am),Brown Creeper,2,"heard tseep sound, pursued, then seen",,-
414,1/19/2024,B3,Morning (7-9am),House Finch,1,heard only,,-
414,1/19/2024,B3,Morning (7-9am),Lesser Goldfinch,1,heard only; I swear I'm not gaslighting myself by construction noise,,-
414,1/19/2024,B3,Morning (7-9am),California Towhee,1,heard only,,-
415,1/19/2024,B4,Morning (7-9am),American Crow,3,"1 heard only, 2 seen",,-
416,1/19/2024,B5,Morning (7-9am),Dark-eyed Junco,3,heard only,,-
416,1/19/2024,B5,Morning (7-9am),Song Sparrow,1,heard only,,-
416,1/19/2024,B5,Morning (7-9am),Ruby-crowned Kinglet,1,heard only,,-
416,1/19/2024,B5,Morning (7-9am),Bushtit,7,heard only,,-
416,1/19/2024,B5,Morning (7-9am),Anna's Hummingbird,1,heard only,,-
416,1/19/2024,B5,Morning (7-9am),Bewick's Wren,1,heard only,,-
417,1/19/2024,B6,Morning (7-9am),Bewick's Wren,2,"heard only, same as at B5",,-
417,1/19/2024,B6,Morning (7-9am),White-throated Sparrow,1,"high-pitched tsip, then pursued and seen",,-
417,1/19/2024,B6,Morning (7-9am),Song Sparrow,1,heard only,,-
417,1/19/2024,B6,Morning (7-9am),Dark-eyed Junco,3,Finally saw juncos! (first time this point count weirdly enough),,-
417,1/19/2024,B6,Morning (7-9am),American Robin,1,heard only,,-
417,1/19/2024,B6,Morning (7-9am),California Towhee,1,white pursuing white-throated sparrow,,-
417,1/19/2024,B6,Morning (7-9am),Paridae_Family,1,heard only,,-
417,1/19/2024,B6,Morning (7-9am),American Crow,1,,,-
417,1/19/2024,B6,Morning (7-9am),Anna's Hummingbird,1,,,-
418,1/19/2024,A1,Mid-day (11am-1pm),Rock Pigeon,11,,,-
418,1/19/2024,A1,Mid-day (11am-1pm),Anna's Hummingbird,1,,,-
418,1/19/2024,A1,Mid-day (11am-1pm),American Crow,6,,,-
418,1/19/2024,A1,Mid-day (11am-1pm),Ruby-crowned Kinglet,1,,,-
418,1/19/2024,A1,Mid-day (11am-1pm),Bewick's Wren,1,,,-
418,1/19/2024,A1,Mid-day (11am-1pm),Pine Siskin,20,,,-
418,1/19/2024,A1,Mid-day (11am-1pm),Dark-eyed Junco,2,,,-
418,1/19/2024,A1,Mid-day (11am-1pm),California Towhee,1,,,-
419,1/19/2024,A2,Mid-day (11am-1pm),Rock Pigeon,1,,,-
419,1/19/2024,A2,Mid-day (11am-1pm),Anna's Hummingbird,1,,,-
419,1/19/2024,A2,Mid-day (11am-1pm),Red-shouldered Hawk,1,,,-
419,1/19/2024,A2,Mid-day (11am-1pm),American Crow,1,,,-
419,1/19/2024,A2,Mid-day (11am-1pm),Dark-eyed Junco,1,,,-
419,1/19/2024,A2,Mid-day (11am-1pm),California Towhee,1,,,-
419,1/19/2024,A2,Mid-day (11am-1pm),Townsend's Warbler,2,,,-
421,1/19/2024,A4,Mid-day (11am-1pm),Anna's Hummingbird,2,,,-
421,1/19/2024,A4,Mid-day (11am-1pm),American Crow,2,,,-
421,1/19/2024,A4,Mid-day (11am-1pm),Song Sparrow,1,,,-
421,1/19/2024,A4,Mid-day (11am-1pm),Yellow-rumped Warbler,4,,,-
422,1/19/2024,A5,Mid-day (11am-1pm),Anna's Hummingbird,3,,,-
422,1/19/2024,A5,Mid-day (11am-1pm),Picidae_Family,1,,,-
422,1/19/2024,A5,Mid-day (11am-1pm),American Crow,3,,,-
422,1/19/2024,A5,Mid-day (11am-1pm),Lesser Goldfinch,10,,,-
422,1/19/2024,A5,Mid-day (11am-1pm),Dark-eyed Junco,2,,,-
422,1/19/2024,A5,Mid-day (11am-1pm),Yellow-rumped Warbler,10,,,-
423,1/19/2024,A6,Mid-day (11am-1pm),Anna's Hummingbird,3,,,-
423,1/19/2024,A6,Mid-day (11am-1pm),American Crow,4,,,-
423,1/19/2024,A6,Mid-day (11am-1pm),Ruby-crowned Kinglet,2,,,-
423,1/19/2024,A6,Mid-day (11am-1pm),American Robin,1,,,-
423,1/19/2024,A6,Mid-day (11am-1pm),Cedar Waxwing,15,,,-
424,1/21/2024,C1,Morning (7-9am),Anna's Hummingbird,1,,,-
424,1/21/2024,C1,Morning (7-9am),Larus_Genus,1,,,-
424,1/21/2024,C1,Morning (7-9am),Nuttall's Woodpecker,2,,,-
424,1/21/2024,C1,Morning (7-9am),American Crow,9,,,-
424,1/21/2024,C1,Morning (7-9am),Bushtit,2,,,-
424,1/21/2024,C1,Morning (7-9am),Ruby-crowned Kinglet,1,,,-
424,1/21/2024,C1,Morning (7-9am),American Robin,15,,,-
424,1/21/2024,C1,Morning (7-9am),House Finch,1,,,-
425,1/21/2024,C2,Morning (7-9am),Anna's Hummingbird,1,,,-
425,1/21/2024,C2,Morning (7-9am),Larus_Genus,1,,,-
425,1/21/2024,C2,Morning (7-9am),American Crow,19,,,-
425,1/21/2024,C2,Morning (7-9am),Bushtit,3,,,-
425,1/21/2024,C2,Morning (7-9am),Ruby-crowned Kinglet,1,,,-
425,1/21/2024,C2,Morning (7-9am),American Robin,7,,,-
425,1/21/2024,C2,Morning (7-9am),Lesser Goldfinch,2,,,-
425,1/21/2024,C2,Morning (7-9am),Golden-crowned Sparrow,1,,,-
426,1/21/2024,C3,Morning (7-9am),Anna's Hummingbird,1,,,-
426,1/21/2024,C3,Morning (7-9am),Nuttall's Woodpecker,1,,,-
426,1/21/2024,C3,Morning (7-9am),American Crow,12,,,-
426,1/21/2024,C3,Morning (7-9am),Oak Titmouse,1,,,-
426,1/21/2024,C3,Morning (7-9am),American Robin,6,,,-
426,1/21/2024,C3,Morning (7-9am),Yellow-rumped Warbler,10,,,-
427,1/21/2024,C4,Morning (7-9am),Anna's Hummingbird,1,,,-
427,1/21/2024,C4,Morning (7-9am),Larus_Genus,2,walking on Sproul,,-
427,1/21/2024,C4,Morning (7-9am),American Crow,8,,,-
427,1/21/2024,C4,Morning (7-9am),Red-breasted Nuthatch,1,,,-
427,1/21/2024,C4,Morning (7-9am),American Robin,1,,,-
427,1/21/2024,C4,Morning (7-9am),Dark-eyed Junco,1,,,-
427,1/21/2024,C4,Morning (7-9am),Setophaga_Genus,1,unsure if townsendii or coronata,,-
428,1/21/2024,C5,Morning (7-9am),Anna's Hummingbird,1,,,-
428,1/21/2024,C5,Morning (7-9am),Black Phoebe,1,,,-
428,1/21/2024,C5,Morning (7-9am),American Crow,4,,,-
428,1/21/2024,C5,Morning (7-9am),Chestnut-backed Chickadee,3,,,-
428,1/21/2024,C5,Morning (7-9am),Oak Titmouse,2,,,-
428,1/21/2024,C5,Morning (7-9am),Bushtit,40,,,-
428,1/21/2024,C5,Morning (7-9am),Brown Creeper,1,,,-
428,1/21/2024,C5,Morning (7-9am),Hermit Thrush,1,,,-
428,1/21/2024,C5,Morning (7-9am),American Robin,1,,,-
428,1/21/2024,C5,Morning (7-9am),Dark-eyed Junco,2,,,-
429,1/21/2024,C6,Morning (7-9am),American Crow,10,,,-
429,1/21/2024,C6,Morning (7-9am),Bushtit,2,,,-
429,1/21/2024,C6,Morning (7-9am),American Robin,1,,,-
429,1/21/2024,C6,Morning (7-9am),House Finch,2,,,-
429,1/21/2024,C6,Morning (7-9am),Lesser Goldfinch,1,,,-
429,1/21/2024,C6,Morning (7-9am),Dark-eyed Junco,4,,,-
429,1/21/2024,C6,Morning (7-9am),Golden-crowned Sparrow,1,,,-
429,1/21/2024,C6,Morning (7-9am),California Towhee,1,,,-
430,1/21/2024,A1,Mid-day (11am-1pm),Anna's Hummingbird,3,,,-
430,1/21/2024,A1,Mid-day (11am-1pm),American Crow,7,,,-
430,1/21/2024,A1,Mid-day (11am-1pm),Common Raven,1,,,-
430,1/21/2024,A1,Mid-day (11am-1pm),Lesser Goldfinch,5,,,-
430,1/21/2024,A1,Mid-day (11am-1pm),Dark-eyed Junco,2,,,-
430,1/21/2024,A1,Mid-day (11am-1pm),Song Sparrow,1,,,-
431,1/21/2024,A2,Mid-day (11am-1pm),Anna's Hummingbird,3,,,-
431,1/21/2024,A2,Mid-day (11am-1pm),Hutton's Vireo,1,,,-
431,1/21/2024,A2,Mid-day (11am-1pm),American Crow,3,,,-
431,1/21/2024,A2,Mid-day (11am-1pm),Chestnut-backed Chickadee,2,,,-
431,1/21/2024,A2,Mid-day (11am-1pm),Ruby-crowned Kinglet,1,,,-
431,1/21/2024,A2,Mid-day (11am-1pm),Red-breasted Nuthatch,1,,,-
431,1/21/2024,A2,Mid-day (11am-1pm),Hermit Thrush,1,,,-
431,1/21/2024,A2,Mid-day (11am-1pm),Lesser Goldfinch,3,,,-
431,1/21/2024,A2,Mid-day (11am-1pm),Dark-eyed Junco,3,,,-
431,1/21/2024,A2,Mid-day (11am-1pm),Townsend's Warbler,2,,,-
432,1/21/2024,A3,Mid-day (11am-1pm),Anna's Hummingbird,2,,,-
432,1/21/2024,A3,Mid-day (11am-1pm),American Crow,5,,,-
432,1/21/2024,A3,Mid-day (11am-1pm),Dark-eyed Junco,1,,,-
432,1/21/2024,A3,Mid-day (11am-1pm),Yellow-rumped Warbler,2,,,-
433,1/21/2024,A4,Mid-day (11am-1pm),Anna's Hummingbird,4,,,-
433,1/21/2024,A4,Mid-day (11am-1pm),Larus_Genus,1,,,-
433,1/21/2024,A4,Mid-day (11am-1pm),American Crow,1,,,-
433,1/21/2024,A4,Mid-day (11am-1pm),Chestnut-backed Chickadee,1,,,-
433,1/21/2024,A4,Mid-day (11am-1pm),Bushtit,4,,,-
433,1/21/2024,A4,Mid-day (11am-1pm),Ruby-crowned Kinglet,2,,,-
433,1/21/2024,A4,Mid-day (11am-1pm),Hermit Thrush,1,,,-
433,1/21/2024,A4,Mid-day (11am-1pm),Lesser Goldfinch,10,,,-
433,1/21/2024,A4,Mid-day (11am-1pm),Dark-eyed Junco,2,,,-
433,1/21/2024,A4,Mid-day (11am-1pm),White-crowned Sparrow,1,,,-
434,1/21/2024,A5,Mid-day (11am-1pm),Anna's Hummingbird,3,,,-
434,1/21/2024,A5,Mid-day (11am-1pm),Larus_Genus,1,,,-
434,1/21/2024,A5,Mid-day (11am-1pm),American White Pelican,2,,,-
434,1/21/2024,A5,Mid-day (11am-1pm),American Crow,6,,,-
434,1/21/2024,A5,Mid-day (11am-1pm),Oak Titmouse,2,,,-
434,1/21/2024,A5,Mid-day (11am-1pm),Bushtit,3,,,-
434,1/21/2024,A5,Mid-day (11am-1pm),Lesser Goldfinch,4,,,-
434,1/21/2024,A5,Mid-day (11am-1pm),Dark-eyed Junco,2,,,-
434,1/21/2024,A5,Mid-day (11am-1pm),Parulidae_Family,1,,,-
435,1/21/2024,A6,Mid-day (11am-1pm),Anna's Hummingbird,1,,,-
435,1/21/2024,A6,Mid-day (11am-1pm),American Crow,3,,,-
435,1/21/2024,A6,Mid-day (11am-1pm),Common Raven,1,,,-
435,1/21/2024,A6,Mid-day (11am-1pm),Chestnut-backed Chickadee,1,,,-
435,1/21/2024,A6,Mid-day (11am-1pm),Ruby-crowned Kinglet,3,,,-
435,1/21/2024,A6,Mid-day (11am-1pm),House Finch,2,,,-
435,1/21/2024,A6,Mid-day (11am-1pm),Pine Siskin,3,,,-
435,1/21/2024,A6,Mid-day (11am-1pm),Lesser Goldfinch,6,,,-
435,1/21/2024,A6,Mid-day (11am-1pm),Dark-eyed Junco,2,,,-
435,1/21/2024,A6,Mid-day (11am-1pm),Song Sparrow,1,,,-
435,1/21/2024,A6,Mid-day (11am-1pm),Yellow-rumped Warbler,1,,,-
435,1/21/2024,A6,Mid-day (11am-1pm),Townsend's Warbler,1,,,-
436,1/22/2024,C6,Mid-day (11am-1pm),Oak Titmouse,1,,,-
436,1/22/2024,C6,Mid-day (11am-1pm),Chestnut-backed Chickadee,3,,,-
436,1/22/2024,C6,Mid-day (11am-1pm),Bewick's Wren,1,,,-
436,1/22/2024,C6,Mid-day (11am-1pm),Dark-eyed Junco,2,,,-
436,1/22/2024,C6,Mid-day (11am-1pm),California Towhee,1,,,-
436,1/22/2024,C6,Mid-day (11am-1pm),Townsend's Warbler,1,,,-
437,1/22/2024,C5,Mid-day (11am-1pm),American Crow,2,,,-
438,1/22/2024,C4,Mid-day (11am-1pm),American Crow,2,,,-
438,1/22/2024,C4,Mid-day (11am-1pm),Dark-eyed Junco,2,,,-
439,1/22/2024,C3,Mid-day (11am-1pm),American Crow,12,,,-
439,1/22/2024,C3,Mid-day (11am-1pm),Anna's Hummingbird,1,,,-
440,1/22/2024,C2,Mid-day (11am-1pm),Anna's Hummingbird,1,,,-
440,1/22/2024,C2,Mid-day (11am-1pm),American Crow,22,,,-
440,1/22/2024,C2,Mid-day (11am-1pm),Chestnut-backed Chickadee,1,,,-
441,1/25/2024,B1,Morning (7-9am),Anna's Hummingbird,4,,,-
441,1/25/2024,B1,Morning (7-9am),Ring-billed Gull,3,,,-
441,1/25/2024,B1,Morning (7-9am),California Gull,14,,,-
441,1/25/2024,B1,Morning (7-9am),American Crow,10,,,-
441,1/25/2024,B1,Morning (7-9am),American Robin,14,,,-
441,1/25/2024,B1,Morning (7-9am),Cedar Waxwing,2,,,-
441,1/25/2024,B1,Morning (7-9am),Dark-eyed Junco,4,,,-
442,1/25/2024,B2,Morning (7-9am),Anna's Hummingbird,3,,,-
442,1/25/2024,B2,Morning (7-9am),Nuttall's Woodpecker,1,,,-
442,1/25/2024,B2,Morning (7-9am),American Crow,5,,,-
442,1/25/2024,B2,Morning (7-9am),Chestnut-backed Chickadee,3,,,-
442,1/25/2024,B2,Morning (7-9am),Brown Creeper,1,,,-
442,1/25/2024,B2,Morning (7-9am),American Robin,12,,,-
442,1/25/2024,B2,Morning (7-9am),Cedar Waxwing,12,,,-
442,1/25/2024,B2,Morning (7-9am),Pine Siskin,1,,,-
442,1/25/2024,B2,Morning (7-9am),Dark-eyed Junco,4,,,-
442,1/25/2024,B2,Morning (7-9am),Song Sparrow,1,,,-
442,1/25/2024,B2,Morning (7-9am),California Towhee,1,,,-
442,1/25/2024,B2,Morning (7-9am),Yellow-rumped Warbler,1,,,-
443,1/25/2024,B3,Morning (7-9am),Anna's Hummingbird,2,,,-
443,1/25/2024,B3,Morning (7-9am),American Crow,7,,,-
443,1/25/2024,B3,Morning (7-9am),Oak Titmouse,4,,,-
443,1/25/2024,B3,Morning (7-9am),American Robin,6,,,-
443,1/25/2024,B3,Morning (7-9am),House Finch,17,,,-
443,1/25/2024,B3,Morning (7-9am),Dark-eyed Junco,8,,,-
443,1/25/2024,B3,Morning (7-9am),Song Sparrow,1,,,-
443,1/25/2024,B3,Morning (7-9am),California Towhee,1,,,-
444,1/25/2024,B4,Morning (7-9am),American Crow,5,,,-
444,1/25/2024,B4,Morning (7-9am),House Finch,1,,,-
445,1/25/2024,B5,Morning (7-9am),Anna's Hummingbird,2,,,-
445,1/25/2024,B5,Morning (7-9am),American Crow,4,,,-
445,1/25/2024,B5,Morning (7-9am),Chestnut-backed Chickadee,2,,,-
445,1/25/2024,B5,Morning (7-9am),Oak Titmouse,2,,,-
445,1/25/2024,B5,Morning (7-9am),Brown Creeper,1,,,-
445,1/25/2024,B5,Morning (7-9am),Bewick's Wren,1,,,-
445,1/25/2024,B5,Morning (7-9am),Pine Siskin,20,,,-
445,1/25/2024,B5,Morning (7-9am),Dark-eyed Junco,6,,,-
445,1/25/2024,B5,Morning (7-9am),Song Sparrow,1,,,-
445,1/25/2024,B5,Morning (7-9am),Townsend's Warbler,1,,,-
446,1/25/2024,B6,Morning (7-9am),California Gull,1,,,-
446,1/25/2024,B6,Morning (7-9am),Larus_Genus,1,,,-
446,1/25/2024,B6,Morning (7-9am),American Crow,3,,,-
446,1/25/2024,B6,Morning (7-9am),Oak Titmouse,10,,,-
446,1/25/2024,B6,Morning (7-9am),Bewick's Wren,1,,,-
446,1/25/2024,B6,Morning (7-9am),American Robin,2,,,-
446,1/25/2024,B6,Morning (7-9am),House Finch,1,,,-
446,1/25/2024,B6,Morning (7-9am),Dark-eyed Junco,1,,,-
447,1/25/2024,A6,Mid-day (11am-1pm),Anna's Hummingbird,2,,,-
447,1/25/2024,A6,Mid-day (11am-1pm),Steller's Jay,1,,,-
447,1/25/2024,A6,Mid-day (11am-1pm),American Crow,1,,,-
447,1/25/2024,A6,Mid-day (11am-1pm),Oak Titmouse,2,,,-
447,1/25/2024,A6,Mid-day (11am-1pm),Cedar Waxwing,5,,,-
447,1/25/2024,A6,Mid-day (11am-1pm),House Finch,3,,,-
447,1/25/2024,A6,Mid-day (11am-1pm),Dark-eyed Junco,5,,,-
447,1/25/2024,A6,Mid-day (11am-1pm),Song Sparrow,2,,,-
447,1/25/2024,A6,Mid-day (11am-1pm),California Towhee,2,,,-
448,1/25/2024,A5,Mid-day (11am-1pm),Anna's Hummingbird,1,,,-
448,1/25/2024,A5,Mid-day (11am-1pm),American Crow,3,,,-
448,1/25/2024,A5,Mid-day (11am-1pm),Chestnut-backed Chickadee,2,,,-
448,1/25/2024,A5,Mid-day (11am-1pm),Dark-eyed Junco,3,,,-
448,1/25/2024,A5,Mid-day (11am-1pm),California Towhee,1,,,-
448,1/25/2024,A5,Mid-day (11am-1pm),Yellow-rumped Warbler,2,,,-
449,1/25/2024,A4,Mid-day (11am-1pm),Anna's Hummingbird,1,,,-
449,1/25/2024,A4,Mid-day (11am-1pm),American Crow,1,,,-
449,1/25/2024,A4,Mid-day (11am-1pm),Chestnut-backed Chickadee,1,,,-
449,1/25/2024,A4,Mid-day (11am-1pm),Dark-eyed Junco,4,,,-
449,1/25/2024,A4,Mid-day (11am-1pm),California Towhee,1,,,-
450,1/25/2024,A3,Mid-day (11am-1pm),American Crow,2,,,-
450,1/25/2024,A3,Mid-day (11am-1pm),Dark-eyed Junco,3,,,-
451,1/25/2024,A2,Mid-day (11am-1pm),Anna's Hummingbird,1,,,-
451,1/25/2024,A2,Mid-day (11am-1pm),Chestnut-backed Chickadee,4,,,-
451,1/25/2024,A2,Mid-day (11am-1pm),Oak Titmouse,1,,,-
451,1/25/2024,A2,Mid-day (11am-1pm),Red-breasted Nuthatch,1,,,-
451,1/25/2024,A2,Mid-day (11am-1pm),Brown Creeper,1,,,-
451,1/25/2024,A2,Mid-day (11am-1pm),Cedar Waxwing,2,,,-
451,1/25/2024,A2,Mid-day (11am-1pm),Lesser Goldfinch,2,,,-
451,1/25/2024,A2,Mid-day (11am-1pm),Dark-eyed Junco,4,,,-
451,1/25/2024,A2,Mid-day (11am-1pm),California Towhee,2,,,-
452,1/25/2024,A1,Mid-day (11am-1pm),American Crow,2,,,-
452,1/25/2024,A1,Mid-day (11am-1pm),Common Raven,1,,,-
452,1/25/2024,A1,Mid-day (11am-1pm),Chestnut-backed Chickadee,3,,,-
452,1/25/2024,A1,Mid-day (11am-1pm),Bushtit,1,,,-
452,1/25/2024,A1,Mid-day (11am-1pm),Lesser Goldfinch,1,,,-
452,1/25/2024,A1,Mid-day (11am-1pm),Dark-eyed Junco,3,,,-
453,1/25/2024,C1,Evening (3-5pm),Anna's Hummingbird,2,,,-
453,1/25/2024,C1,Evening (3-5pm),American Crow,7,,,-
453,1/25/2024,C1,Evening (3-5pm),American Robin,1,,,-
453,1/25/2024,C1,Evening (3-5pm),Yellow-rumped Warbler,1,heard,,-
454,1/25/2024,C2,Evening (3-5pm),Anna's Hummingbird,1,,,-
454,1/25/2024,C2,Evening (3-5pm),American Crow,16,,,-
454,1/25/2024,C2,Evening (3-5pm),Chestnut-backed Chickadee,4,,,-
454,1/25/2024,C2,Evening (3-5pm),Ruby-crowned Kinglet,1,,,-
454,1/25/2024,C2,Evening (3-5pm),Song Sparrow,1,,,-
454,1/25/2024,C2,Evening (3-5pm),Yellow-rumped Warbler,1,,,-
455,1/25/2024,C3,Evening (3-5pm),Anna's Hummingbird,2,,,-
455,1/25/2024,C3,Evening (3-5pm),American Crow,7,,,-
455,1/25/2024,C3,Evening (3-5pm),Chestnut-backed Chickadee,1,,,-
455,1/25/2024,C3,Evening (3-5pm),American Robin,2,,,-
455,1/25/2024,C3,Evening (3-5pm),Dark-eyed Junco,6,,,-
455,1/25/2024,C3,Evening (3-5pm),Golden-crowned Sparrow,1,,,-
455,1/25/2024,C3,Evening (3-5pm),Song Sparrow,1,likely the same from last PC,,-
455,1/25/2024,C3,Evening (3-5pm),Yellow-rumped Warbler,1,,,-
456,1/25/2024,C4,Evening (3-5pm),American Crow,2,,,-
456,1/25/2024,C4,Evening (3-5pm),American Robin,1,,,-
456,1/25/2024,C4,Evening (3-5pm),Song Sparrow,1,,,-
456,1/25/2024,C4,Evening (3-5pm),Townsend's Warbler,1,,,-
457,1/25/2024,C5,Evening (3-5pm),American Crow,3,,,-
457,1/25/2024,C5,Evening (3-5pm),American Robin,3,,,-
457,1/25/2024,C5,Evening (3-5pm),Cedar Waxwing,40,,,-
457,1/25/2024,C5,Evening (3-5pm),Dark-eyed Junco,2,,,-
457,1/25/2024,C5,Evening (3-5pm),Song Sparrow,1,,,-
458,1/25/2024,C6,Evening (3-5pm),Anna's Hummingbird,1,,,-
458,1/25/2024,C6,Evening (3-5pm),Red-shouldered Hawk,1,,,-
458,1/25/2024,C6,Evening (3-5pm),Black Phoebe,1,,,-
458,1/25/2024,C6,Evening (3-5pm),American Crow,14,,,-
458,1/25/2024,C6,Evening (3-5pm),Bewick's Wren,1,,,-
458,1/25/2024,C6,Evening (3-5pm),American Robin,20,,,-
458,1/25/2024,C6,Evening (3-5pm),Dark-eyed Junco,1,,,-
459,1/28/2024,A1,Morning (7-9am),Anna's Hummingbird,3,,,-
459,1/28/2024,A1,Morning (7-9am),Black Phoebe,1,,,-
459,1/28/2024,A1,Morning (7-9am),American Crow,6,,,-
459,1/28/2024,A1,Morning (7-9am),Chestnut-backed Chickadee,1,,,-
459,1/28/2024,A1,Morning (7-9am),Oak Titmouse,6,,,-
459,1/28/2024,A1,Morning (7-9am),Ruby-crowned Kinglet,1,,,-
459,1/28/2024,A1,Morning (7-9am),Bewick's Wren,1,,,-
459,1/28/2024,A1,Morning (7-9am),American Robin,4,,,-
459,1/28/2024,A1,Morning (7-9am),House Finch,3,,,-
459,1/28/2024,A1,Morning (7-9am),Lesser Goldfinch,4,,,-
459,1/28/2024,A1,Morning (7-9am),Dark-eyed Junco,6,,,-
459,1/28/2024,A1,Morning (7-9am),Golden-crowned Sparrow,5,,,-
459,1/28/2024,A1,Morning (7-9am),California Towhee,1,,,-
459,1/28/2024,A1,Morning (7-9am),Spotted Towhee,1,,,-
459,1/28/2024,A1,Morning (7-9am),Yellow-rumped Warbler,1,,,-
460,1/28/2024,A2,Morning (7-9am),Anna's Hummingbird,3,,,-
460,1/28/2024,A2,Morning (7-9am),Red-shouldered Hawk,2,,,-
460,1/28/2024,A2,Morning (7-9am),American Crow,8,,,-
460,1/28/2024,A2,Morning (7-9am),Common Raven,4,,,-
460,1/28/2024,A2,Morning (7-9am),Oak Titmouse,1,,,-
460,1/28/2024,A2,Morning (7-9am),Ruby-crowned Kinglet,2,,,-
460,1/28/2024,A2,Morning (7-9am),American Robin,4,,,-
460,1/28/2024,A2,Morning (7-9am),House Finch,2,,,-
460,1/28/2024,A2,Morning (7-9am),Dark-eyed Junco,4,,,-
460,1/28/2024,A2,Morning (7-9am),Song Sparrow,2,,,-
461,1/28/2024,A3,Morning (7-9am),Rock Pigeon,2,,,-
461,1/28/2024,A3,Morning (7-9am),Anna's Hummingbird,1,,,-
461,1/28/2024,A3,Morning (7-9am),Black Phoebe,1,,,-
461,1/28/2024,A3,Morning (7-9am),American Crow,2,,,-
461,1/28/2024,A3,Morning (7-9am),Chestnut-backed Chickadee,3,,,-
461,1/28/2024,A3,Morning (7-9am),Ruby-crowned Kinglet,1,,,-
461,1/28/2024,A3,Morning (7-9am),American Robin,1,,,-
461,1/28/2024,A3,Morning (7-9am),House Finch,3,,,-
461,1/28/2024,A3,Morning (7-9am),Dark-eyed Junco,3,,,-
462,1/28/2024,A4,Morning (7-9am),Anna's Hummingbird,3,,,-
462,1/28/2024,A4,Morning (7-9am),Larus_Genus,3,,,-
462,1/28/2024,A4,Morning (7-9am),American Crow,4,,,-
462,1/28/2024,A4,Morning (7-9am),Cedar Waxwing,1,,,-
462,1/28/2024,A4,Morning (7-9am),House Finch,3,,,-
462,1/28/2024,A4,Morning (7-9am),Lesser Goldfinch,4,,,-
462,1/28/2024,A4,Morning (7-9am),Dark-eyed Junco,6,,,-
462,1/28/2024,A4,Morning (7-9am),Song Sparrow,1,,,-
462,1/28/2024,A4,Morning (7-9am),Yellow-rumped Warbler,1,,,-
469,1/29/2024,C1,Morning (7-9am),Rock Pigeon,3,,,-
469,1/29/2024,C1,Morning (7-9am),California Gull,1,,,-
469,1/29/2024,C1,Morning (7-9am),American Crow,4,,,-
469,1/29/2024,C1,Morning (7-9am),Common Raven,1,,,-
469,1/29/2024,C1,Morning (7-9am),Ruby-crowned Kinglet,1,,,-
469,1/29/2024,C1,Morning (7-9am),Red-breasted Nuthatch,1,,,-
469,1/29/2024,C1,Morning (7-9am),American Robin,14,,,-
469,1/29/2024,C1,Morning (7-9am),House Finch,6,,,-
469,1/29/2024,C1,Morning (7-9am),Lesser Goldfinch,2,,,-
469,1/29/2024,C1,Morning (7-9am),Dark-eyed Junco,4,,,-
469,1/29/2024,C1,Morning (7-9am),California Towhee,3,,,-
470,1/29/2024,C2,Morning (7-9am),Anna's Hummingbird,3,,,-
470,1/29/2024,C2,Morning (7-9am),California Gull,8,,,-
470,1/29/2024,C2,Morning (7-9am),Nuttall's Woodpecker,1,,,-
470,1/29/2024,C2,Morning (7-9am),Peregrine Falcon,1,,,-
470,1/29/2024,C2,Morning (7-9am),American Crow,8,,,-
470,1/29/2024,C2,Morning (7-9am),Common Raven,2,,,-
470,1/29/2024,C2,Morning (7-9am),Ruby-crowned Kinglet,1,,,-
470,1/29/2024,C2,Morning (7-9am),American Robin,4,,,-
470,1/29/2024,C2,Morning (7-9am),House Finch,5,,,-
470,1/29/2024,C2,Morning (7-9am),Lesser Goldfinch,2,,,-
471,1/29/2024,C3,Morning (7-9am),Anna's Hummingbird,3,,,-
471,1/29/2024,C3,Morning (7-9am),Nuttall's Woodpecker,1,,,-
