PC #,Date,Location,Time Bin,Observer,Start Time,End Time,Weather,Precipitation,Wind,Temperature,eBird Link,Notes,Jon's problem checker,,,
353,12/13/2023,B1,Evening (3-5pm),LSW,15:21,15:31,Partial Cloudy,Dry,Slight Wind,60,https://ebird.org/checklist/S156272874,,-,,,
354,12/13/2023,B2,Evening (3-5pm),LSW,15:34,15:44,Partial Cloudy,Dry,Calm,60,https://ebird.org/checklist/S156273423,,-,,,
355,12/13/2023,B3,Evening (3-5pm),LSW,15:48,15:48,Partial Cloudy,Dry,Slight Wind,59,https://ebird.org/checklist/S156273935,,-,,,
356,12/13/2023,B4,Evening (3-5pm),LSW,16:01,16:11,Partial Cloudy,Dry,Calm,59,https://ebird.org/checklist/S156274429,"loud construction, PC location obscured by construction, did PC by tree by bridge",-,,,
357,12/13/2023,B5,Evening (3-5pm),LSW,16:15,16:25,Partial Cloudy,Dry,Calm,59,https://ebird.org/checklist/S156274928,,-,,,
358,12/13/2023,A1,Evening (3-5pm),LSW,16:28,16:38,Partial Cloudy,Dry,Calm,58,https://ebird.org/checklist/S156275319,,-,,,
359,12/28/2023,C1,Morning (7-9am),"JOL, SRG",7:25,7:35,Cloudy,Dry,Calm,57,https://ebird.org/checklist/S157318975,,-,,,
360,12/28/2023,C2,Morning (7-9am),"SRG, JOL",7:39,7:49,Cloudy,Dry,Calm,54,https://ebird.org/checklist/S157320032,,-,,,
361,12/28/2023,C3,Morning (7-9am),"SRG, JOL",7:51,8:01,Cloudy,Dry,Calm,54,https://ebird.org/checklist/S157321465,,-,,,
362,12/28/2023,C4,Morning (7-9am),"SRG, JOL",8:06,8:16,Cloudy,Dry,Calm,54,https://ebird.org/checklist/S157322560,,-,,,
363,12/28/2023,C5,Morning (7-9am),"SRG, JOL",8:20,8:30,Cloudy,Dry,Calm,55,https://ebird.org/checklist/S157323851,construction,-,,,
364,12/28/2023,C6,Morning (7-9am),"SRG, JOL",8:35,8:45,Cloudy,Dry,Calm,55,https://ebird.org/checklist/S157325265,,-,,,
365,12/28/2023,C6,Mid-day (11am-1pm),"SRG, JOL",11:10,11:20,Cloudy,Dry,Calm,59,https://ebird.org/checklist/S157339362,,-,,,
366,12/28/2023,C5,Mid-day (11am-1pm),"SRG, JOL",11:25,11:35,Cloudy,Dry,Calm,59,https://ebird.org/checklist/S157340660,,-,,,
367,12/28/2023,C4,Mid-day (11am-1pm),"SRG, JOL",11:40,11:50,Cloudy,Dry,Calm,59,https://ebird.org/checklist/S157342024,,-,,,
368,12/28/2023,C3,Mid-day (11am-1pm),"SRG, JOL",11:53,12:03,Cloudy,Dry,Calm,59,https://ebird.org/checklist/S157343125,,-,,,
369,12/28/2023,C2,Mid-day (11am-1pm),"SRG, JOL",12:06,12:16,Cloudy,Dry,Calm,60,https://ebird.org/checklist/S157344542,,-,,,
370,12/28/2023,C1,Mid-day (11am-1pm),"SRG, JOL",12:18,12:28,Cloudy,Dry,Calm,60,https://ebird.org/checklist/S157345622,,-,,,
371,12/28/2023,A1,Evening (3-5pm),SRG,15:26,15:36,Cloudy,Dry,Calm,61,https://ebird.org/checklist/S157361272,,-,,,
372,12/28/2023,A2,Evening (3-5pm),SRG,15:40,15:50,Cloudy,Dry,Calm,61,https://ebird.org/checklist/S157362090,,-,,,
373,12/28/2023,A3,Evening (3-5pm),SRG,15:55,16:05,Cloudy,Dry,Calm,61,https://ebird.org/checklist/S157362916,,-,,,
374,12/28/2023,A4,Evening (3-5pm),SRG,16:06,16:16,Cloudy,Dry,Calm,60,https://ebird.org/checklist/S157363601,,-,,,
375,12/28/2023,A5,Evening (3-5pm),SRG,16:18,16:28,Cloudy,Dry,Calm,60,https://ebird.org/checklist/S157364335,,-,,,
376,12/28/2023,A6,Evening (3-5pm),SRG,16:30,16:40,Cloudy,Dry,Calm,60,https://ebird.org/checklist/S157364925,,-,,,
377,1/14/2024,B1,Morning (7-9am),JAL,8:00,8:10,Partial Cloudy,Dry,Calm,48,https://ebird.org/checklist/S158877812,Air is moist from yesterdays rain,-,,,
378,1/14/2024,B2,Morning (7-9am),JAL,8:12,8:22,Partial Cloudy,Dry,Calm,48,https://ebird.org/checklist/S158879210,,-,,,
379,1/14/2024,B3,Morning (7-9am),JAL,8:26,8:36,Sunny,Dry,Calm,49,https://ebird.org/checklist/S158880677,,-,,,
380,1/14/2024,B4,Morning (7-9am),JAL,8:38,8:48,Sunny,Dry,Calm,49,https://ebird.org/checklist/S158882077,,-,,,
381,1/14/2024,B5,Morning (7-9am),JAL,8:50,9:00,Sunny,Dry,Calm,49,https://ebird.org/checklist/S158883561,,-,,,
382,1/14/2024,B6,Morning (7-9am),JAL,9:02,9:12,Sunny,Dry,Calm,50,https://ebird.org/checklist/S158884935,,-,,,
383,1/14/2024,B1,Mid-day (11am-1pm),SRG,11:52,12:02,Partial Cloudy,Dry,Calm,56,https://ebird.org/checklist/S158905851,,-,,,
384,1/14/2024,B2,Mid-day (11am-1pm),SRG,12:04,12:14,Partial Cloudy,Dry,Calm,56,https://ebird.org/checklist/S158906998,,-,,,
385,1/14/2024,B3,Mid-day (11am-1pm),SRG,12:15,12:25,Partial Cloudy,Dry,Calm,56,https://ebird.org/checklist/S158908383,,-,,,
386,1/14/2024,B4,Mid-day (11am-1pm),SRG,12:28,12:38,Partial Cloudy,Dry,Calm,57,https://ebird.org/checklist/S158909795,,-,,,
387,1/14/2024,B5,Mid-day (11am-1pm),SRG,12:40,12:50,Partial Cloudy,Dry,Calm,57,https://ebird.org/checklist/S158911335,,-,,,
388,1/14/2024,B6,Mid-day (11am-1pm),SRG,12:52,13:02,Partial Cloudy,Dry,Calm,57,https://ebird.org/checklist/S158912704,,-,,,
389,1/14/2024,C1,Evening (3-5pm),KEC,15:38,15:49,Partial Cloudy,Dry,Calm,57,https://ebird.org/checklist/S171159483,,-,,,
390,1/14/2024,C2,Evening (3-5pm),KEC,15:53,16:05,Partial Cloudy,Dry,Calm,57,https://ebird.org/checklist/S158930176,,-,,,
391,1/14/2024,C3,Evening (3-5pm),KEC,16:08,16:18,Partial Cloudy,Dry,Calm,57,https://ebird.org/checklist/S158931262,,-,,,
392,1/14/2024,C4,Evening (3-5pm),KEC,16:22,16:32,Partial Cloudy,Dry,Calm,56,https://ebird.org/checklist/S158932146,,-,,,
393,1/14/2024,C5,Evening (3-5pm),KEC,16:35,16:45,Partial Cloudy,Dry,Calm,56,https://ebird.org/checklist/S158932971,loud fan,-,,,
394,1/14/2024,C6,Evening (3-5pm),KEC,16:50,17:00,Partial Cloudy,Dry,Calm,56,https://ebird.org/checklist/S158936820,,-,,,
395,1/15/2024,C1,Morning (7-9am),SRG,7:56,8:06,Cloudy,Dry,Slight Wind,47,https://ebird.org/checklist/S158972868,,-,,,
396,1/15/2024,C2,Morning (7-9am),SRG,8:07,8:17,Cloudy,Dry,Slight Wind,47,https://ebird.org/checklist/S158974112,,-,,,
397,1/15/2024,C3,Morning (7-9am),SRG,8:19,8:29,Cloudy,Dry,Slight Wind,48,https://ebird.org/checklist/S158975589,,-,,,
398,1/15/2024,C4,Morning (7-9am),SRG,8:32,8:42,Cloudy,Dry,Slight Wind,48,https://ebird.org/checklist/S158976669,,-,,,
399,1/15/2024,C5,Morning (7-9am),SRG,8:44,8:54,Cloudy,Dry,Slight Wind,49,https://ebird.org/checklist/S158978001,,-,,,
400,1/15/2024,,Mid-day (11am-1pm),KEC,,,,,,,,,missing data?,,,
401,1/15/2024,,Mid-day (11am-1pm),KEC,,,,,,,,,missing data?,,,
402,1/15/2024,,Mid-day (11am-1pm),KEC,,,,,,,,,missing data?,,,
403,1/15/2024,,Mid-day (11am-1pm),KEC,,,,,,,,,missing data?,,,
404,1/15/2024,,Mid-day (11am-1pm),KEC,,,,,,,,,missing data?,,,
405,1/15/2024,,Mid-day (11am-1pm),KEC,,,,,,,,,missing data?,,,
406,1/15/2024,B1,Evening (3-5pm),SRG,15:41,15:51,Partial Cloudy,Dry,Calm,58,https://ebird.org/checklist/S159021922,,-,,,
407,1/15/2024,B2,Evening (3-5pm),SRG,15:53,16:03,Partial Cloudy,Dry,Calm,58,https://ebird.org/checklist/S159022737,,-,,,
408,1/15/2024,B3,Evening (3-5pm),SRG,16:06,16:16,Partial Cloudy,Dry,Calm,58,https://ebird.org/checklist/S159023496,,-,,,
409,1/15/2024,B4,Evening (3-5pm),SRG,16:18,16:28,Partial Cloudy,Dry,Calm,57,https://ebird.org/checklist/S159024178,,-,,,
410,1/15/2024,B5,Evening (3-5pm),SRG,16:30,16:40,Partial Cloudy,Dry,Calm,56,https://ebird.org/checklist/S159024791,,-,,,
411,1/15/2024,B6,Evening (3-5pm),SRG,16:41,16:51,Partial Cloudy,Dry,Calm,56,https://ebird.org/checklist/S159025494,,-,,,
412,1/19/2024,B1,Morning (7-9am),SUC,8:51,9:01,Cloudy,Dry,Calm,50,https://ebird.org/checklist/S171428016,"most bird sounds to the north; near McCone and EAsian library; Am rusty with bird calls, robins sound like woodpeckers",-,,,
413,1/19/2024,B2,Morning (7-9am),SUC,8:02,8:12,Cloudy,Dry,Calm,50,https://ebird.org/checklist/S171430562,"machine noise near VLSB, hard to hear birbs",-,,,
414,1/19/2024,B3,Morning (7-9am),SUC,8:15,8:25,Cloudy,Dry,Slight Wind,50,https://ebird.org/checklist/S171431464,Dwinelle Lot Construction Sounds,-,,,
415,1/19/2024,B4,Morning (7-9am),SUC,8:28,8:38,Partial Cloudy,Dry,Calm,50,https://ebird.org/checklist/S171432060,Dwinelle lot construction very close -- sounds gaslighting me [illegible],-,,,
416,1/19/2024,B5,Morning (7-9am),SUC,8:39,8:49,Cloudy,Dry,Calm,50,https://ebird.org/checklist/S171432414,,-,,,
417,1/19/2024,B6,Morning (7-9am),SUC,8:49,8:59,Cloudy,Dry,,didn't measure,https://ebird.org/checklist/S171432925,,missing data?,,,
418,1/19/2024,A1,Mid-day (11am-1pm),SRG,11:28,11:38,Cloudy,Dry,Calm,55,https://ebird.org/checklist/S159292148,,-,,,
419,1/19/2024,A2,Mid-day (11am-1pm),SRG,11:41,11:51,Cloudy,Dry,Calm,55,https://ebird.org/checklist/S159293196,Construction,-,,,
420,1/19/2024,A3,Mid-day (11am-1pm),SRG,11:56,12:06,Cloudy,Dry,Calm,55,https://ebird.org/checklist/S159294510,Construction. 0 species,-,,,
421,1/19/2024,A4,Mid-day (11am-1pm),SRG,12:08,12:18,Cloudy,Dry,Calm,56,https://ebird.org/checklist/S159295417,,-,,,
422,1/19/2024,A5,Mid-day (11am-1pm),SRG,12:20,12:30,Cloudy,Dry,Calm,56,https://ebird.org/checklist/S159296294,,-,,,
423,1/19/2024,A6,Mid-day (11am-1pm),SRG,12:32,12:42,Cloudy,Dry,Calm,55,https://ebird.org/checklist/S159297248,,-,,,
424,1/21/2024,C1,Morning (7-9am),LSW,7:33,7:43,Cloudy,Dry,Calm,52,https://ebird.org/checklist/S159449668,,-,,,
425,1/21/2024,C2,Morning (7-9am),LSW,7:46,7:56,Cloudy,Dry,Calm,52,https://ebird.org/checklist/S159451119,,-,,,
426,1/21/2024,C3,Morning (7-9am),LSW,8:01,8:11,Cloudy,Dry,Slight Wind,53,https://ebird.org/checklist/S159452817,,-,,,
427,1/21/2024,C4,Morning (7-9am),LSW,8:16,8:26,Cloudy,Dry,Slight Wind,52,https://ebird.org/checklist/S159454544,,-,,,
428,1/21/2024,C5,Morning (7-9am),LSW,8:30,8:40,Cloudy,Dry,Slight Wind,53,https://ebird.org/checklist/S159456024,"C5 blocked, stood at loop bench between VLSB and Dwinelle",-,,,
429,1/21/2024,C6,Morning (7-9am),LSW,8:44,8:54,Cloudy,Dry,Slight Wind,52,https://ebird.org/checklist/S159457615,,-,,,
430,1/21/2024,A1,Mid-day (11am-1pm),SRG,11:01,11:11,Cloudy,Dry,Slight Wind,57,https://ebird.org/checklist/S159473236,,-,,,
431,1/21/2024,A2,Mid-day (11am-1pm),SRG,11:14,11:24,Cloudy,Dry,Slight Wind,57,https://ebird.org/checklist/S159475288,,-,,,
432,1/21/2024,A3,Mid-day (11am-1pm),SRG,11:30,11:40,Cloudy,Dry,Slight Wind,57,https://ebird.org/checklist/S159476691,,-,,,
433,1/21/2024,A4,Mid-day (11am-1pm),SRG,11:41,11:51,Cloudy,Dry,Slight Wind,58,https://ebird.org/checklist/S159478200,,-,,,
434,1/21/2024,A5,Mid-day (11am-1pm),SRG,11:54,12:04,Cloudy,Dry,Slight Wind,58,https://ebird.org/checklist/S159479431,,-,,,
435,1/21/2024,A6,Mid-day (11am-1pm),SRG,12:06,12:16,Cloudy,Dry,Slight Wind,59,https://ebird.org/checklist/S159480870,,-,,,
436,1/22/2024,C6,Mid-day (11am-1pm),JOL,11:31,11:41,Partial Cloudy,Dry,Slight Wind,59,https://ebird.org/checklist/S159561576,,-,,,
437,1/22/2024,C5,Mid-day (11am-1pm),JOL,11:45,11:55,Partial Cloudy,Dry,Slight Wind,59,https://ebird.org/checklist/S159562552,,-,,,
438,1/22/2024,C4,Mid-day (11am-1pm),JOL,11:58,12:08,Partial Cloudy,Dry,Slight Wind,59,https://ebird.org/checklist/S159563469,,-,,,
439,1/22/2024,C3,Mid-day (11am-1pm),JOL,12:10,12:20,Partial Cloudy,Dry,Slight Wind,59,https://ebird.org/checklist/S159564513,,-,,,
440,1/22/2024,C2,Mid-day (11am-1pm),JOL,12:21,12:31,Partial Cloudy,Dry,Slight Wind,59,https://ebird.org/checklist/S159565379,,-,,,
441,1/25/2024,B1,Morning (7-9am),SRG,7:36,7:46,Partial Cloudy,Dry,Calm,48,https://ebird.org/checklist/S159751470,,-,,,
442,1/25/2024,B2,Morning (7-9am),SRG,7:48,7:58,Partial Cloudy,Dry,Calm,48,https://ebird.org/checklist/S159752268,,-,,,
443,1/25/2024,B3,Morning (7-9am),SRG,8:01,8:11,Partial Cloudy,Dry,Calm,49,https://ebird.org/checklist/S159753190,construction,-,,,
444,1/25/2024,B4,Morning (7-9am),SRG,8:13,8:23,Partial Cloudy,Dry,Calm,49,https://ebird.org/checklist/S159754048,construction,-,,,
445,1/25/2024,B5,Morning (7-9am),SRG,8:26,8:36,Partial Cloudy,Dry,Calm,50,https://ebird.org/checklist/S159754943,,-,,,
446,1/25/2024,B6,Morning (7-9am),SRG,8:37,8:47,Partial Cloudy,Dry,Calm,50,https://ebird.org/checklist/S159755745,,-,,,
447,1/25/2024,A6,Mid-day (11am-1pm),JAL,11:12,11:22,Partial Cloudy,Dry,Calm,55,https://ebird.org/checklist/S159767349,Soil is damp with rain from yesterdy,-,,,
448,1/25/2024,A5,Mid-day (11am-1pm),JAL,11:27,11:37,Partial Cloudy,Dry,Calm,56,https://ebird.org/checklist/S159768359,,-,,,
449,1/25/2024,A4,Mid-day (11am-1pm),JAL,11:47,11:57,Partial Cloudy,Dry,Calm,56,https://ebird.org/checklist/S159769916,,-,,,
450,1/25/2024,A3,Mid-day (11am-1pm),JAL,12:06,12:16,Partial Cloudy,Dry,Calm,56, https://ebird.org/checklist/S159771210,Loud construction,-,,,
451,1/25/2024,A2,Mid-day (11am-1pm),JAL,12:27,12:37,Partial Cloudy,Dry,Calm,56,https://ebird.org/checklist/S159772732,construction ,-,,,
452,1/25/2024,A1,Mid-day (11am-1pm),JAL,12:44,12:54,Partial Cloudy,Dry,Calm,57,https://ebird.org/checklist/S159773881,,-,,,
453,1/25/2024,C1,Evening (3-5pm),LSW,15:24,15:34,Sunny,Dry,Calm,59,https://ebird.org/checklist/S159784636,,-,,,
454,1/25/2024,C2,Evening (3-5pm),LSW,15:37,15:47,Sunny,Dry,Calm,59,https://ebird.org/checklist/S159785431,,-,,,
455,1/25/2024,C3,Evening (3-5pm),LSW,15:52,16:02,Sunny,Dry,Calm,59,https://ebird.org/checklist/S159786365,,-,,,
456,1/25/2024,C4,Evening (3-5pm),LSW,16:06,16:16,Sunny,Dry,Calm,59,https://ebird.org/checklist/S159787130,tabling at Sather Gate - hard to hear calls,-,,,
457,1/25/2024,C5,Evening (3-5pm),LSW,16:21,16:31,Sunny,Dry,Calm,59,https://ebird.org/checklist/S159787966,"C5 location closed off, conducted PC at loop bench across from VLSB",-,,,
458,1/25/2024,C6,Evening (3-5pm),LSW,16:34,16:44,Sunny,Dry,Calm,57,https://ebird.org/checklist/S159788646,,-,,,
459,1/28/2024,A1,Morning (7-9am),SRG,8:28,8:38,Partial Cloudy,Dry,Calm,57,https://ebird.org/checklist/S160025446,,-,,,
460,1/28/2024,A2,Morning (7-9am),SRG,8:41,8:51,Partial Cloudy,Dry,Calm,58,https://ebird.org/checklist/S160026982,,-,,,
461,1/28/2024,A3,Morning (7-9am),SRG,8:56,9:06,Partial Cloudy,Dry,Calm,58,https://ebird.org/checklist/S160028762,,-,,,
462,1/28/2024,A4,Morning (7-9am),SRG,9:07,9:17,Partial Cloudy,Dry,Calm,58,https://ebird.org/checklist/S160030006,,-,,,
463,1/28/2024,C1,Evening (3-5pm),JOL,15:19,15:29,Sunny,Dry,Calm,68,https://ebird.org/checklist/S160070267,,-,,,
464,1/28/2024,C2,Evening (3-5pm),JOL,15:32,15:42,Sunny,Dry,Calm,68,https://ebird.org/checklist/S160071250,,-,,,
465,1/28/2024,C3,Evening (3-5pm),JOL,15:44,15:54,Sunny,Dry,Calm,68,https://ebird.org/checklist/S160072078,,-,,,
466,1/28/2024,C4,Evening (3-5pm),JOL,15:56,16:06,Sunny,Dry,Calm,68,https://ebird.org/checklist/S160072910,,-,,,
467,1/28/2024,C5,Evening (3-5pm),JOL,16:08,16:18,Sunny,Dry,Calm,68,https://ebird.org/checklist/S160073922,,-,,,
468,1/28/2024,C6,Evening (3-5pm),JOL,16:21,16:31,Sunny,Dry,Calm,68,https://ebird.org/checklist/S160074938,,-,,,
469,1/29/2024,C1,Morning (7-9am),SRG,7:33,7:43,Sunny,Dry,Calm,51,https://ebird.org/checklist/S160112797,,-,,,
470,1/29/2024,C2,Morning (7-9am),SRG,7:44,7:54,Sunny,Dry,Calm,52,https://ebird.org/checklist/S160113791,,-,,,
471,1/29/2024,C3,Morning (7-9am),SRG,7:56,8:06,Sunny,Dry,Calm,52,https://ebird.org/checklist/S160114991,,-,,,
472,1/29/2024,C4,Morning (7-9am),SRG,8:08,8:18,Sunny,Dry,Calm,53,https://ebird.org/checklist/S160116139,,-,,,
473,1/29/2024,C5,Morning (7-9am),SRG,8:26,8:36,Sunny,Dry,Calm,54,https://ebird.org/checklist/S160117866,,-,,,
474,1/29/2024,C6,Morning (7-9am),SRG,8:40,8:50,Sunny,Dry,Calm,53,https://ebird.org/checklist/S160118983,,-,,,
475,1/29/2024,A1,Mid-day (11am-1pm),JOL,11:18,11:28,Sunny,Dry,Calm,63,https://ebird.org/checklist/S160132147,,-,,,
476,1/29/2024,A2,Mid-day (11am-1pm),JOL,11:32,11:42,Sunny,Dry,Calm,63,https://ebird.org/checklist/S160133196,,-,,,
477,1/29/2024,A3,Mid-day (11am-1pm),JOL,11:44,11:54,Sunny,Dry,Calm,63,https://ebird.org/checklist/S160134112,,-,,,
478,1/29/2024,A4,Mid-day (11am-1pm),JOL,11:58,12:08,Sunny,Dry,Calm,66,https://ebird.org/checklist/S160135205,,-,,,
479,1/29/2024,A5,Mid-day (11am-1pm),JOL,12:09,12:19,Sunny,Dry,Calm,66,https://ebird.org/checklist/S160136165,,-,,,
480,1/29/2024,A6,Mid-day (11am-1pm),JOL,12:20,12:30,Sunny,Dry,Calm,66,https://ebird.org/checklist/S160137178,,-,,,
481,1/29/2024,B1,Evening (3-5pm),LSW,15:13,15:23,Partial Cloudy,Dry,Calm,68,https://ebird.org/checklist/S160150579,lots of activity on the glade due to warmer weather,-,,,
482,1/29/2024,B2,Evening (3-5pm),LSW,15:26,15:36,Partial Cloudy,Dry,Calm,67,https://ebird.org/checklist/S160151415,,-,,,
483,1/29/2024,B3,Evening (3-5pm),LSW,15:38,15:48,Partial Cloudy,Dry,Calm,67,https://ebird.org/checklist/S160152142,,-,,,
484,1/29/2024,B4,Evening (3-5pm),LSW,15:52,16:02,Partial Cloudy,Dry,Slight Wind,67,https://ebird.org/checklist/S160152886,"B4 location blocked by construction, conducted PC on side of bridge/creek near north",-,,,
485,1/29/2024,B5,Evening (3-5pm),LSW,16:05,16:15,Partial Cloudy,Dry,Calm,67,https://ebird.org/checklist/S160158839,,-,,,
486,1/29/2024,B6,Evening (3-5pm),LSW,16:17,16:27,Partial Cloudy,Dry,Calm,66,https://ebird.org/checklist/S160158892,,-,,,
487,2/5/2024,A1,Morning (7-9am),SRG,7:52,8:52,Partial Cloudy,Dry,Calm,49,https://ebird.org/checklist/S160712991,,-,,,
488,2/5/2024,A2,Morning (7-9am),SRG,8:04,8:14,Partial Cloudy,Dry,Calm,50,https://ebird.org/checklist/S160714247,loud construction,-,,,
489,2/5/2024,A3,Morning (7-9am),SRG,8:20,8:30,Partial Cloudy,Dry,Calm,50,https://ebird.org/checklist/S160715692,loud construction,-,,,
490,2/5/2024,A4,Morning (7-9am),SRG,8:32,8:42,Partial Cloudy,Dry,Calm,50,https://ebird.org/checklist/S160716806,,-,,,
491,2/5/2024,A5,Morning (7-9am),SRG,8:43,8:53,Partial Cloudy,Dry,Calm,51,https://ebird.org/checklist/S160717970,,-,,,
492,2/5/2024,A6,Morning (7-9am),SRG,8:55,9:05,Partial Cloudy,Dry,Calm,51,https://ebird.org/checklist/S160718984,,-,,,
493,2/5/2024,,,,,,,,,,,,missing data?,,,
494,2/5/2024,,,,,,,,,,,,missing data?,,,
495,2/5/2024,,,,,,,,,,,,missing data?,,,
496,2/5/2024,,,,,,,,,,,,missing data?,,,
497,2/5/2024,,,,,,,,,,,,missing data?,,,
498,2/5/2024,,,,,,,,,,,,missing data?,,,
499,2/5/2024,B1,Evening (3-5pm),LSW,15:12,15:22,Partial Cloudy,Dry,Slight Wind,52,https://ebird.org/checklist/S160749415,,-,,,
500,2/5/2024,B2,Evening (3-5pm),LSW,15:27,15:37,Partial Cloudy,Dry,Slight Wind,54,https://ebird.org/checklist/S160750441,,-,,,
501,2/5/2024,B3,Evening (3-5pm),LSW,15:43,15:53,Partial Cloudy,Dry,Slight Wind,53,https://ebird.org/checklist/S160751526,,-,,,
502,2/5/2024,B4,Evening (3-5pm),LSW,15:55,16:05,Partial Cloudy,Dry,Slight Wind,53,https://ebird.org/checklist/S160752306,stood by bridge near construction site,-,,,
503,2/5/2024,B5,Evening (3-5pm),LSW,16:07,16:17,Partial Cloudy,Dry,Calm,53,https://ebird.org/checklist/S160752971,,-,,,
504,2/5/2024,B6,Evening (3-5pm),LSW,16:21,16:31,Partial Cloudy,Dry,Calm,53,https://ebird.org/checklist/S160753723,,-,,,
505,2/10/2024,B1,Morning (7-9am),LSW,7:26,7:36,Sunny,Dry,Slight Wind,44,https://ebird.org/checklist/S161102872,,-,,,
506,2/10/2024,B2,Morning (7-9am),LSW,7:42,7:52,Sunny,Dry,Calm,44,https://ebird.org/checklist/S161104911,,-,,,
507,2/10/2024,B3,Morning (7-9am),LSW,7:56,8:06,Sunny,Dry,Calm,44,https://ebird.org/checklist/S161107020,,-,,,
508,2/10/2024,B4,Morning (7-9am),LSW,8:10,8:20,Sunny,Dry,Calm,46,https://ebird.org/checklist/S161109004,"stood near bridge by construction site, quite loud",-,,,
509,2/10/2024,B5,Morning (7-9am),LSW,8:22,8:32,Sunny,Dry,Slight Wind,47,https://ebird.org/checklist/S161110854,,-,,,
510,2/10/2024,B6,Morning (7-9am),LSW,8:35,8:45,Sunny,Dry,Slight Wind,48,https://ebird.org/checklist/S161112682,,-,,,
511,2/10/2024,A1,Mid-day (11am-1pm),LSW,11:16,11:26,Sunny,Dry,Windy,55,https://ebird.org/checklist/S161132867,,-,,,
512,2/10/2024,A2,Mid-day (11am-1pm),LSW,11:29,11:39,Sunny,Dry,Slight Wind,56,https://ebird.org/checklist/S161134655,,-,,,
513,2/10/2024,A3,Mid-day (11am-1pm),LSW,11:49,11:59,Sunny,Dry,Windy,57,https://ebird.org/checklist/S161136973,construction,-,,,
514,2/10/2024,A4,Mid-day (11am-1pm),LSW,12:02,12:12,Sunny,Dry,Slight Wind,57,https://ebird.org/checklist/S161138603,,-,,,
515,2/10/2024,A5,Mid-day (11am-1pm),LSW,12:15,12:25,Sunny,Dry,Windy,57,https://ebird.org/checklist/S161140225,,-,,,
516,2/10/2024,A6,Mid-day (11am-1pm),LSW,12:27,12:37,Sunny,Dry,Slight Wind,58,https://ebird.org/checklist/S161141703,,-,,,
517,2/10/2024,B1,Evening (3-5pm),SRG,15:47,15:57,Sunny,Dry,Slight Wind,61,https://ebird.org/checklist/S161162983,,-,,,
518,2/10/2024,B2,Evening (3-5pm),SRG,15:59,16:09,Sunny,Dry,Slight Wind,60,https://ebird.org/checklist/S161163870,,-,,,
519,2/10/2024,B3,Evening (3-5pm),SRG,16:11,16:21,Sunny,Dry,Slight Wind,60,https://ebird.org/checklist/S161164813,,-,,,
520,2/10/2024,B4,Evening (3-5pm),SRG,16:23,16:33,Sunny,Dry,Slight Wind,60,https://ebird.org/checklist/S161165696,,-,,,
521,2/10/2024,B5,Evening (3-5pm),SRG,16:36,16:46,Sunny,Dry,Slight Wind,59,https://ebird.org/checklist/S161166741,,-,,,
522,2/10/2024,B6,Evening (3-5pm),SRG,16:48,16:58,Sunny,Dry,Slight Wind,59,https://ebird.org/checklist/S161167583,,-,,,
523,2/15/2024,C1,Morning (7-9am),SRG,7:41,7:51,Cloudy,Dry,Slight Wind,50,https://ebird.org/checklist/S161564140,,-,,,
524,2/15/2024,C2,Morning (7-9am),SRG,7:52,8:02,Cloudy,Dry,Slight Wind,50,https://ebird.org/checklist/S161565236,,-,,,
525,2/15/2024,C3,Morning (7-9am),SRG,8:04,8:14,Cloudy,Dry,Slight Wind,51,https://ebird.org/checklist/S161566323,,-,,,
526,2/15/2024,C4,Morning (7-9am),SRG,8:16,8:26,Cloudy,Dry,Slight Wind,51,https://ebird.org/checklist/S161567793,,-,,,
527,2/15/2024,C6,Morning (7-9am),SRG,8:31,8:41,Cloudy,Drizzle,Calm,51,https://ebird.org/checklist/S161569597,,-,,,
528,2/19/2024,C1,Evening (3-5pm),LSW,15:07,15:17,Partial Cloudy,Dry,Slight Wind,60,https://ebird.org/checklist/S161600542,construction,-,,,
529,2/19/2024,C2,Evening (3-5pm),LSW,15:20,15:30,Partial Cloudy,Dry,Slight Wind,59,https://ebird.org/checklist/S161601613,,-,,,
530,2/19/2024,C3,Evening (3-5pm),LSW,15:34,15:44,Partial Cloudy,Dry,Slight Wind,59,https://ebird.org/checklist/S161602549,,-,,,
531,2/19/2024,C4,Evening (3-5pm),LSW,15:47,15:57,Cloudy,Dry,Slight Wind,58,https://ebird.org/checklist/S161603430,,-,,,
532,2/19/2024,C5,Evening (3-5pm),LSW,16:00,16:10,Cloudy,Dry,Slight Wind,58,https://ebird.org/checklist/S161604219,"C5 blocked, stood at Loop bench btwn VLSB and Dwinelle",-,,,
533,2/19/2024,C6,Evening (3-5pm),LSW,16:13,16:23,Cloudy,Dry,Slight Wind,58,https://ebird.org/checklist/S161605108,,-,,,
534,2/19/2024,B1,Morning (7-9am),SRG,7:59,8:06,Cloudy,Drizzle,Windy,59,https://ebird.org/checklist/S162213561,,-,,,
535,2/19/2024,B2,Morning (7-9am),SRG,8:11,8:21,Cloudy,Drizzle,Windy,54,https://ebird.org/checklist/S162216405,,-,,,
536,2/19/2024,B3,Morning (7-9am),SRG,8:25,8:35,Cloudy,Dry,Windy,55,https://ebird.org/checklist/S162218839,,-,,,
537,2/19/2024,B4,Morning (7-9am),SRG,8:37,8:47,Cloudy,Dry,Windy,55,https://ebird.org/checklist/S162221516,,-,,,
